"候选写法","提及评论数","涉及视频数","涉及城市","涉及区县或县级市","有效推荐语境数","戏谑或比较语境数","负面语境数","仅提及语境数","语义判定依据","最高点赞数","召回方式","召回级别","证据BV号","证据评论ID","证据摘录","处理建议"
"不过菜品还是很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","182","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294352245857","这家纯垃圾，无锡非自助美式烤肉去吃游侠烤肉，自助去吃punchhouse，punch的老板想不开在小红书开了账号天天被刷差评[喜极而泣]，不过菜品还是很好吃的，就是离市区有点远。","优先平台检索"
"不过吃的次数多了还挺","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","199312654928","无锡小笼包真的很甜，不过吃的次数多了还挺好吃的","优先平台检索"
"不过还是","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","12","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","196356163280","无锡土著，真的觉得无锡吃的东西很甜[笑哭]因为妈妈是四川人，所以可能胃口有点歪，超级不喜欢吃甜。。（在菜里面）很小的时候就特别不理解为什么三凤桥卖的东西那么甜还有很多人去买，后来长大一点点感觉家里烧的很多肉都是甜的，奶奶酿的面筋和糖醋排骨每…","优先平台检索"
"不过还是很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195682114304","能接受无锡排骨🧎‍♀️但接受不了无锡小笼…..不过还是很好吃的。毕竟菜系相近。","优先平台检索"
"不过很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1axj26fED7","306887830864","回复：不过很好吃 我也吃过好多次","优先平台检索"
"不过夹沙肉是很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195654830016","别说视频里的，谁特么吃火锅点广式肠我都想打人。 不过夹沙肉是很好吃的[大笑]","优先平台检索"
"不过没北方的瓷实","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","256505925825","北方那种实心馒头这边叫白馒头哇，不过没北方的瓷实好吃","优先平台检索"
"不过梅花糕还挺","1","1","","","1","0","0","0","明确正向用餐体验","6","推荐／店名句式","B-存在明确推荐","BV1Z9NJ6vEPS","308779839296","无锡本邦的红烧是特别甜的，小笼包是甜到糊嘴的 无锡的面条都是细面而且加糖，你提前和老板说不加糖 吃馄饨什么的也要小心，红汤不一定是辣的，特别是红汤干拌馄饨也是甜的 玉兰饼里面也甜的，吃起来又咸又甜而且是完全不沾边的咸甜 不过梅花糕还挺好吃的…","优先平台检索"
"不过皮肚面也好","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195678800016","我妈皖北我爹苏北，我还挺喜欢吃辣的，但在无锡上学四年，感觉无锡做甜的猪肉是真好吃！食堂里的酱排骨，东坡肉，鹌鹑蛋烧肉都嘎嘎香，油面筋酿肉吃一个也油香油香的，可惜现在在南京了[笑哭]，不过皮肚面也好好吃[脱单doge]","优先平台检索"
"不过前两顿","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","3","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245885568496","我就无锡的，小时候我爸教我烧红烧肉的时候就是不加水都加黄酒的，好吃的，不过前两顿好吃，后面会越蒸越硬。后来我妈改放啤酒了，她觉得啤酒嫩肉，我觉着都差不多。","优先平台检索"
"不过确实","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1CwQ6YsEim","258094687632","南方的面确实夹生 不过确实好吃","优先平台检索"
"不过热的时候","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","196087392880","嘿嘿嘿我东北的，小时候家里也会用糖炒花生[doge]很香的，不过热的时候好吃，凉了不好吃","优先平台检索"
"不过上面的小圆子很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1wi4y1z7oD","201529380000","我觉得肉的梅花糕才好吃[脱单doge]豆沙的有点太甜了，不过上面的小圆子很好吃","优先平台检索"
"不过苏州的银丝面真的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","196351325728","之前去苏州旅游玩了一周，吃三顿苏州菜，实在接受不了，最后天天吃酒店门口的淮南牛肉粉和盖浇饭，不过苏州的银丝面真的好吃","优先平台检索"
"不过糖醋排骨真的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","133383452704","宜兴人表示南京才是美食和旅游双雄，历史背景很大[doge]，无锡还没去过，有机会一定去，不过糖醋排骨真的好吃，美食荒漠应该不至于，我觉得著名的无锡名菜都好好吃，兄弟太谦虚了[嘟嘟]","优先平台检索"
"不过我那次的汉堡做的很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","14","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294568241249","我去的时候，还没这么多花样，就炸物和烤肉硬吃[笑哭]，老板也就一个人后厨忙，还好那天人不多，勉强做的过来，不过我那次的汉堡做的很好吃，就是太大了，直接吃了两个，这家这个开始一样必须一份确实有点奇怪，主要炸物也挺一般的，椅子的话我坐的贴窗户的…","优先平台检索"
"不过小笼包确实挺","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","237720722624","无锡菜要么是甜的，要么是特别清淡的那种。不过小笼包确实挺好吃的，很鲜甜，其实现在多数馄饨都不是甜的。","优先平台检索"
"不过扬州蒸饺很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","267229656624","我特别喜欢喜欢甜的发腻的那种拌馄饨 拌面 酱大肉 酱排骨 酱鸭 玉兰饼 菜猪油汤圆 从小在无锡长大 籍贯在扬州过年回去肉包子不是甜的都不适应（不过扬州蒸饺很好吃","优先平台检索"
"不过也","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1oP6mB4EuX","287575224657","回复：熙盛源 味道不错 河寽口方向有一家大耳朵馄饨 量很足 还有很多本地特色菜提供 云岭锡上附近有芦庄超王记 王兴记不是很推荐 不过也可以吃","优先平台检索"
"不过有些菜还是","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","196043919712","江浙沪是浓油酱赤，特色比较单一，不过有些菜还是好吃的。感觉南方还是广东那边的菜更好吃。[呲牙]","优先平台检索"
"不觉得","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245859111600","本地人不觉得好吃的店。。。但凡家里有个年纪大点的长辈都能做出来不差的味道","优先平台检索"
"不来常州试试小笼馒常州的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","258373322192","不来常州试试小笼馒常州的好吃头吗","优先平台检索"
"不理解辣有什么","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","5","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195671033312","确实，真的很难受，不理解辣有什么好吃的[呆]","优先平台检索"
"不是本地的餐馆","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195593388592","回复：是的没错，基本上无论吃啥都是甜的，面条，包子，饺子，汤，烧烤是刷酱的，也有甜口的，如果不适应可以去吃不是本地的餐馆","优先平台检索"
"不是都应该把餐做更","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294323707969","遇到这种大网红来店里吃，不是都应该把餐做更好吃吗，好宣传啊","优先平台检索"
"不是馄饨最","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","247356866848","这家不是馄饨最好吃吗在？？","优先平台检索"
"不是什么","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245887545408","有人说半成品好吃健康就行的，就像去咖啡店他给你泡雀巢速溶一样，你花钱买的是厨师做这道菜的手法和功夫，不是什么好吃就行了的预制菜","优先平台检索"
"不是它","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245702747696","老唐来无锡太湖学院吃一顿，不是它好吃，实在是吃了我们都拉肚子，但是没地方举报[笑哭]","优先平台检索"
"不是太","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195592491904","鳝糊，我在苏州和无锡都吃过，苏州是平江的一个小店吃的，配面的，味道可以的，无锡是一家饭店吃的，可能时间长了，没那么脆了，不过还是一如既往得甜，我们桌上都是武进人，基本上，大家吃过一口就。。。。放弃了。真的不是太好吃，要么没有吃到正宗的，要么…","优先平台检索"
"不是因为他家","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195648681120","评论区轮到我们当地人狡辩了[doge] 所有菜都很甜，所有菜都放糖，是真的，主要是酱油类的，甚至青菜。小笼包推荐和馄饨吃，蘸一下醋，然后从那个口子吸汤汁，酸辣汤是外面来的，开阳馄饨搭配最佳。玉兰饼是家里生孩子发的糕点，我本人很喜欢现做的外酥…","优先平台检索"
"不算","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245478594497","这家不算好吃[笑哭]","优先平台检索"
"不算很","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1KbygBJELh","281959989201","回复：表示今天早上吃好回来了，因为去的太早了（9点多）还没有开始卖炒菜，表示拌面是很鲜的，没有特别甜的程度（我还去加了勺糖哈哈），吃了白斩鸡焖肉，焖肉有点次，不算很好吃，整体可回购","优先平台检索"
"不甜","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195570318272","梅花糕肉馅这点甜算什么甜，也就微微甜好不好。小笼包，糖醋排骨，红烧鱼，不甜好吃吗？而且现在已经没以前那么甜了。有的无锡旅行团出去玩，有些导游都是带好无锡三凤桥的真空包装菜，吃不惯外地的不甜的菜。","优先平台检索"
"不甜能","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195574920432","不甜能好吃吗","优先平台检索"
"不挺","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Z9NJ6vEPS","305662838833","回复：挺正常啊，不挺好吃的吗","优先平台检索"
"不知道比外面菜饭","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1n7QGYrERC","257962837456","我本土人经常自己做菜饭，自制香肠+瘦肉片+青菜，偶尔加点菌菇，必须用猪油炒一下，放入电饭锅拌匀，不知道比外面菜饭好吃多少倍","优先平台检索"
"不知道无锡这边有什么","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245411961457","第一次离这么近[doge]我也在无锡，只不过来这上学的，不知道无锡这边有什么好吃的[思考]","优先平台检索"
